term,label,definition,exact_synonym
http://purl.obolibrary.org/obo/XPO_0101503,abnormal organ cortex,Abnormality of organ cortex.,abnormality of organ cortex
http://purl.obolibrary.org/obo/XPO_0102068,abnormal morphology of nucleus of the solitary tract ,Any structural anomaly of the nucleus of the solitary tract.,abnormal shape of nucleus of the solitary tract
http://purl.obolibrary.org/obo/XPO_0102156,abnormal morphology of intestine ,Any structural anomaly of the intestine.,abnormal shape of intestine
http://purl.obolibrary.org/obo/XPO_0102244,abnormal morphology of unilaminar epithelium ,Any structural anomaly of the unilaminar epithelium.,abnormal shape of unilaminar epithelium
http://purl.obolibrary.org/obo/XPO_0102332,abnormal morphology of sclerotome of tail somite 14 ,Any structural anomaly of the sclerotome of tail somite 14.,abnormal shape of sclerotome of tail somite 14
http://purl.obolibrary.org/obo/XPO_0102420,abnormal morphology of branchial arch 4 ,Any structural anomaly of the branchial arch 4.,abnormal shape of branchial arch 4
http://purl.obolibrary.org/obo/XPO_0103073,abnormal morphology of interdigital webbing ,Any structural anomaly of the interdigital webbing.,abnormal shape of interdigital webbing
http://purl.obolibrary.org/obo/XPO_0103161,abnormal morphology of skin mucous gland ,Any structural anomaly of the skin mucous gland.,abnormal shape of skin mucous gland
http://purl.obolibrary.org/obo/XPO_0102119,abnormal morphology of distal tubule ,Any structural anomaly of the distal tubule.,abnormal shape of distal tubule
http://purl.obolibrary.org/obo/XPO_0102207,abnormal morphology of diencephalon ,Any structural anomaly of the diencephalon.,abnormal shape of diencephalon
http://purl.obolibrary.org/obo/XPO_0103036,abnormal morphology of m. interhyoideus ,Any structural anomaly of the m. interhyoideus.,abnormal shape of m. interhyoideus
http://purl.obolibrary.org/obo/XPO_0103124,abnormal morphology of atrial septum ,Any structural anomaly of the atrial septum.,abnormal shape of atrial septum
http://purl.obolibrary.org/obo/XPO_0103212,abnormal morphology of cutaneous magnus ,Any structural anomaly of the cutaneous magnus.,abnormal shape of cutaneous magnus
http://purl.obolibrary.org/obo/XPO_0103300,absent melanophore,Absence of melanophore.,missing melanophore
http://purl.obolibrary.org/obo/XPO_0107379,abnormal morphology of small secretory cell ,Any structural anomaly of the small secretory cell.,abnormal shape of small secretory cell
http://purl.obolibrary.org/obo/XPO_0101968,abnormal morphology of interneuron ,Any structural anomaly of the interneuron.,abnormal shape of interneuron
http://purl.obolibrary.org/obo/XPO_0102797,abnormal morphology of claw of hindlimb digit 3 ,Any structural anomaly of the claw of hindlimb digit 3.,abnormal shape of claw of hindlimb digit 3
http://purl.obolibrary.org/obo/XPO_0102973,abnormal morphology of involuting marginal zone mesenchymal layer ,Any structural anomaly of the involuting marginal zone mesenchymal layer.,abnormal shape of involuting marginal zone mesenchymal layer
http://purl.obolibrary.org/obo/XPO_0100076,abnormal artery,Abnormality of artery.,abnormality of artery
http://purl.obolibrary.org/obo/XPO_0100164,abnormal neural nucleus,Abnormality of neural nucleus.,abnormality of neural nucleus
http://purl.obolibrary.org/obo/XPO_0100252,abnormal caudal vertebra,Abnormality of caudal vertebra.,abnormality of caudal vertebra
http://purl.obolibrary.org/obo/XPO_0100340,abnormal midbrain,Abnormality of midbrain.,abnormality of midbrain
http://purl.obolibrary.org/obo/XPO_0101081,abnormal myotome of trunk somite 11,Abnormality of myotome of trunk somite 11.,abnormality of myotome of trunk somite 11
http://purl.obolibrary.org/obo/XPO_0102848,abnormal morphology of macrophage ,Any structural anomaly of the macrophage.,abnormal shape of macrophage
http://purl.obolibrary.org/obo/XPO_0100039,abnormal olfactory bulb,Abnormality of olfactory bulb.,abnormality of olfactory bulb
http://purl.obolibrary.org/obo/XPO_0100127,abnormal tail tip,Abnormality of tail tip.,abnormality of tail tip
http://purl.obolibrary.org/obo/XPO_0100215,abnormal first pancreatic bud,Abnormality of first pancreatic bud.,abnormality of first pancreatic bud
http://purl.obolibrary.org/obo/XPO_0100303,abnormal gamma cell,Abnormality of gamma cell.,abnormality of gamma cell
http://purl.obolibrary.org/obo/XPO_0103677,abnormally formed cartilage element in head,An abnormally formed/malformed cartilage element in head.,malformed cartilage element in head
http://purl.obolibrary.org/obo/XPO_0103765,increased size of the dorsal region,An increase in the size of the dorsal region.,enlarged dorsal region
http://purl.obolibrary.org/obo/XPO_0101044,abnormal apical ectodermal ridge,Abnormality of apical ectodermal ridge.,abnormality of apical ectodermal ridge
http://purl.obolibrary.org/obo/XPO_0101132,abnormal apoptotic cell,Abnormality of apoptotic cell.,abnormality of apoptotic cell
http://purl.obolibrary.org/obo/XPO_0101220,abnormal centriole,Abnormality of centriole.,abnormality of centriole
http://purl.obolibrary.org/obo/XPO_0103728,increased size of the forebrain,An increase in the size of the forebrain.,enlarged forebrain
http://purl.obolibrary.org/obo/XPO_0103816,decreased length of hindlimb digit 1 in regenerating hindlimb,Decreased length or shortening of the hindlimb digit 1 in the regenerating hindlimb.,short hindlimb digit 1 in regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103904,absent right eye,Absence of right eye.,missing right eye
http://purl.obolibrary.org/obo/XPO_0101007,abnormal trunk somite 6,Abnormality of trunk somite 6.,abnormality of trunk somite 6
http://purl.obolibrary.org/obo/XPO_0102012,abnormal morphology of m. levator mandibulae longus superficialis ,Any structural anomaly of the m. levator mandibulae longus superficialis.,abnormal shape of m. levator mandibulae longus superficialis
http://purl.obolibrary.org/obo/XPO_0102100,abnormal morphology of muscular system ,Any structural anomaly of the muscular system.,abnormal shape of muscular system
http://purl.obolibrary.org/obo/XPO_0100893,abnormal hyoid arch,Abnormality of hyoid arch.,abnormality of hyoid arch
http://purl.obolibrary.org/obo/XPO_0107272,abnormal axial region,Abnormality of axial region.,abnormality of axial region
http://purl.obolibrary.org/obo/XPO_0100981,abnormal dorsal longitudinal anastomosing vessel,Abnormality of dorsal longitudinal anastomosing vessel.,abnormality of dorsal longitudinal anastomosing vessel
http://purl.obolibrary.org/obo/XPO_0107360,abnormal morphology of basal region ,Any structural anomaly of the basal region.,abnormal shape of basal region
http://purl.obolibrary.org/obo/XPO_0100768,abnormal pectoral girdle,Abnormality of pectoral girdle.,abnormality of pectoral girdle
http://purl.obolibrary.org/obo/XPO_0100856,abnormal simple organ,Abnormality of simple organ.,abnormality of simple organ
http://purl.obolibrary.org/obo/XPO_0100944,abnormal ethmoid bone,Abnormality of ethmoid bone.,abnormality of ethmoid bone
http://purl.obolibrary.org/obo/XPO_0107323,abnormal thrombocyte,Abnormality of thrombocyte.,abnormality of thrombocyte
http://purl.obolibrary.org/obo/XPO_0107411,abnormal morphology of embryonic thrombocyte ,Any structural anomaly of the embryonic thrombocyte.,abnormal shape of embryonic thrombocyte
http://purl.obolibrary.org/obo/XPO_0101597,abnormal myotome of tail somite 17,Abnormality of myotome of tail somite 17.,abnormality of myotome of tail somite 17
http://purl.obolibrary.org/obo/XPO_0101685,abnormal morphology of head vasculature ,Any structural anomaly of the head vasculature.,abnormal shape of head vasculature
http://purl.obolibrary.org/obo/XPO_0101861,abnormal morphology of photoreceptor layer ,Any structural anomaly of the photoreceptor layer.,abnormal shape of photoreceptor layer
http://purl.obolibrary.org/obo/XPO_0100819,abnormal sclerotome of trunk somite 6,Abnormality of sclerotome of trunk somite 6.,abnormality of sclerotome of trunk somite 6
http://purl.obolibrary.org/obo/XPO_0100907,abnormal cytoplasm,Abnormality of cytoplasm.,abnormality of cytoplasm
http://purl.obolibrary.org/obo/XPO_0102690,abnormal morphology of dorsal hyoid arch skeleton ,Any structural anomaly of the dorsal hyoid arch skeleton.,abnormal shape of dorsal hyoid arch skeleton
http://purl.obolibrary.org/obo/XPO_0101736,abnormal morphology of embryonic structure ,Any structural anomaly of the embryonic structure.,abnormal shape of embryonic structure
http://purl.obolibrary.org/obo/XPO_0101824,abnormal morphology of epithelium ,Any structural anomaly of the epithelium.,abnormal shape of epithelium
http://purl.obolibrary.org/obo/XPO_0101912,abnormal morphology of dorsal fin skeleton ,Any structural anomaly of the dorsal fin skeleton.,abnormal shape of dorsal fin skeleton
http://purl.obolibrary.org/obo/XPO_0102389,abnormal morphology of bed nucleus of the stria terminalis ,Any structural anomaly of the bed nucleus of the stria terminalis.,abnormal shape of bed nucleus of the stria terminalis
http://purl.obolibrary.org/obo/XPO_0102477,abnormal morphology of basihyal ,Any structural anomaly of the basihyal.,abnormal shape of basihyal
http://purl.obolibrary.org/obo/XPO_0102565,abnormal morphology of branchial vein ,Any structural anomaly of the branchial vein.,abnormal shape of branchial vein
http://purl.obolibrary.org/obo/XPO_0102653,abnormal morphology of dorsal foregut ,Any structural anomaly of the dorsal foregut.,abnormal shape of dorsal foregut
http://purl.obolibrary.org/obo/XPO_0102741,abnormal morphology of egg cell-free extract ,Any structural anomaly of the egg cell-free extract.,abnormal shape of egg cell-free extract
http://purl.obolibrary.org/obo/XPO_0100020,abnormal external plexiform layer of the olfactory bulb,Abnormality of external plexiform layer of the olfactory bulb.,abnormality of external plexiform layer of the olfactory bulb
http://purl.obolibrary.org/obo/XPO_0103394,increased size of the trunk somite,An increase in the size of the trunk somite.,enlarged trunk somite
http://purl.obolibrary.org/obo/XPO_0103570,decreased length of hindlimb,Decreased length or shortening of the hindlimb.,short hindlimb
http://purl.obolibrary.org/obo/XPO_0102528,abnormal morphology of bronchus ,Any structural anomaly of the bronchus.,abnormal shape of bronchus
http://purl.obolibrary.org/obo/XPO_0102616,abnormal morphology of adult intestinal epithelium ,Any structural anomaly of the adult intestinal epithelium.,abnormal shape of adult intestinal epithelium
http://purl.obolibrary.org/obo/XPO_0102704,abnormal morphology of mitochondrial cloud ,Any structural anomaly of the mitochondrial cloud.,abnormal shape of mitochondrial cloud
http://purl.obolibrary.org/obo/XPO_0103269,absent blastopore,Absence of blastopore.,missing blastopore
http://purl.obolibrary.org/obo/XPO_0103357,decreased size of the pharyngeal arch,An abnormal reduction in the size of the pharyngeal arch.,abnormally small pharyngeal arch
http://purl.obolibrary.org/obo/XPO_0103621,abnormal number of forelimb digit 4,Any structural anomaly that causes there to be an abnormal number forelimb digit 4.,altered number of forelimb digit 4s
http://purl.obolibrary.org/obo/XPO_0103621,abnormal number of forelimb digit 4,Any structural anomaly that causes there to be an abnormal number forelimb digit 4.,abnormal number of forelimb digit 4s
http://purl.obolibrary.org/obo/XPO_0103408,Increased number of claw of hindlimb digit 1 in the regenerating hindlimb,The presence of an increased number of claw of hindlimb digit 1 in the regenerating hindlimb.,Extra claw of hindlimb digit 1 in the regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0100397,abnormal ventral vegetal hemisphere blastomere,Abnormality of ventral vegetal hemisphere blastomere.,abnormality of ventral vegetal hemisphere blastomere
http://purl.obolibrary.org/obo/XPO_0100485,abnormal retina,Abnormality of retina.,abnormality of retina
http://purl.obolibrary.org/obo/XPO_0100573,abnormal extraembryonic structure,Abnormality of extraembryonic structure.,abnormality of extraembryonic structure
http://purl.obolibrary.org/obo/XPO_0100661,abnormal gill primordium,Abnormality of gill primordium.,abnormality of gill primordium
http://purl.obolibrary.org/obo/XPO_0101490,abnormal ectodermal cell,Abnormality of ectodermal cell.,abnormality of ectodermal cell
http://purl.obolibrary.org/obo/XPO_0100448,abnormal thymocyte,Abnormality of thymocyte.,abnormality of thymocyte
http://purl.obolibrary.org/obo/XPO_0100536,abnormal inner ear,Abnormality of inner ear.,abnormality of inner ear
http://purl.obolibrary.org/obo/XPO_0100624,abnormal neuroectoderm,Abnormality of neuroectoderm.,abnormality of neuroectoderm
http://purl.obolibrary.org/obo/XPO_0100712,abnormal ciliated epidermal cell,Abnormality of ciliated epidermal cell.,abnormality of ciliated epidermal cell
http://purl.obolibrary.org/obo/XPO_0100800,abnormal ventral marginal zone,Abnormality of ventral marginal zone.,abnormality of ventral marginal zone
http://purl.obolibrary.org/obo/XPO_0101189,abnormal forelimb bud,Abnormality of forelimb bud.,abnormality of forelimb bud
http://purl.obolibrary.org/obo/XPO_0101277,abnormal glomerulus,Abnormality of glomerulus.,abnormality of glomerulus
http://purl.obolibrary.org/obo/XPO_0101365,abnormal larval intestinal epithelium,Abnormality of larval intestinal epithelium.,abnormality of larval intestinal epithelium
http://purl.obolibrary.org/obo/XPO_0101453,abnormal ceratobranchial I,Abnormality of ceratobranchial I.,abnormality of ceratobranchial I
http://purl.obolibrary.org/obo/XPO_0101541,abnormal olfactory nerve,Abnormality of olfactory nerve.,abnormality of olfactory nerve
http://purl.obolibrary.org/obo/XPO_0115809,abnormal duplication of right forelimb ,Any abnormal duplication of the right forelimb.,abnormally duplicated right forelimb
http://purl.obolibrary.org/obo/XPO_0115809,abnormal duplication of right forelimb ,Any abnormal duplication of the right forelimb.,abnormal duplication of right forelimb
http://purl.obolibrary.org/obo/XPO_0102194,abnormal morphology of eye primordium ,Any structural anomaly of the eye primordium.,abnormal shape of eye primordium
http://purl.obolibrary.org/obo/XPO_0102282,abnormal morphology of prosomere ,Any structural anomaly of the prosomere.,abnormal shape of prosomere
http://purl.obolibrary.org/obo/XPO_0102370,abnormal morphology of trunk somite 5 ,Any structural anomaly of the trunk somite 5.,abnormal shape of trunk somite 5
http://purl.obolibrary.org/obo/XPO_0101328,abnormal oral epithelium,Abnormality of oral epithelium.,abnormality of oral epithelium
http://purl.obolibrary.org/obo/XPO_0101416,abnormal cornea,Abnormality of cornea.,abnormality of cornea
http://purl.obolibrary.org/obo/XPO_0101504,abnormal blastomere D2.2.1,Abnormality of blastomere D2.2.1.,abnormality of blastomere D2.2.1
http://purl.obolibrary.org/obo/XPO_0102069,abnormal morphology of proepicardium ,Any structural anomaly of the proepicardium.,abnormal shape of proepicardium
http://purl.obolibrary.org/obo/XPO_0102245,abnormal morphology of periosteum (sensu osteogenic layer) ,Any structural anomaly of the periosteum (sensu osteogenic layer).,abnormal shape of periosteum (sensu osteogenic layer)
http://purl.obolibrary.org/obo/XPO_0102333,abnormal morphology of microglial cell ,Any structural anomaly of the microglial cell.,abnormal shape of microglial cell
http://purl.obolibrary.org/obo/XPO_0102421,abnormal morphology of occipitovertebral artery ,Any structural anomaly of the occipitovertebral artery.,abnormal shape of occipitovertebral artery
http://purl.obolibrary.org/obo/XPO_0103074,abnormal morphology of rhombomere R8 ,Any structural anomaly of the rhombomere R8.,abnormal shape of rhombomere R8
http://purl.obolibrary.org/obo/XPO_0103162,abnormal morphology of laterodorsal tegmental nucleus ,Any structural anomaly of the laterodorsal tegmental nucleus.,abnormal shape of laterodorsal tegmental nucleus
http://purl.obolibrary.org/obo/XPO_0102208,abnormal morphology of mineralized cartilage tissue ,Any structural anomaly of the mineralized cartilage tissue.,abnormal shape of mineralized cartilage tissue
http://purl.obolibrary.org/obo/XPO_0103037,abnormal morphology of ring structure ,Any structural anomaly of the ring structure.,abnormal shape of ring structure
http://purl.obolibrary.org/obo/XPO_0103125,abnormal morphology of fat body ,Any structural anomaly of the fat body.,abnormal shape of fat body
http://purl.obolibrary.org/obo/XPO_0103213,abnormal morphology of mm. constrictores branchiales III ,Any structural anomaly of the mm. constrictores branchiales III.,abnormal shape of mm. constrictores branchiales III
http://purl.obolibrary.org/obo/XPO_0103301,absent Meckel's cartilage,Absence of Meckel's cartilage.,missing Meckel's cartilage
http://purl.obolibrary.org/obo/XPO_0100290,abnormal trunk somite 9,Abnormality of trunk somite 9.,abnormality of trunk somite 9
http://purl.obolibrary.org/obo/XPO_0101969,abnormal morphology of zygote ,Any structural anomaly of the zygote.,abnormal shape of zygote
http://purl.obolibrary.org/obo/XPO_0102798,abnormal morphology of premigratory neural crest cell ,Any structural anomaly of the premigratory neural crest cell.,abnormal shape of premigratory neural crest cell
http://purl.obolibrary.org/obo/XPO_0102886,abnormal morphology of stratum compactum ,Any structural anomaly of the stratum compactum.,abnormal shape of stratum compactum
http://purl.obolibrary.org/obo/XPO_0102974,abnormal morphology of trachea ,Any structural anomaly of the trachea.,abnormal shape of trachea
http://purl.obolibrary.org/obo/XPO_0100077,abnormal olfactory placode,Abnormality of olfactory placode.,abnormality of olfactory placode
http://purl.obolibrary.org/obo/XPO_0100165,abnormal lateral pallium,Abnormality of lateral pallium.,abnormality of lateral pallium
http://purl.obolibrary.org/obo/XPO_0100253,abnormal vertebra,Abnormality of vertebra.,abnormality of vertebra
http://purl.obolibrary.org/obo/XPO_0100341,abnormal hand,Abnormality of hand.,abnormality of hand
http://purl.obolibrary.org/obo/XPO_0103891,Decreased number of retinal ganglion cell,The presence of a reduced number of retinal ganglion cell.,Reduced number of retinal ganglion cell
http://purl.obolibrary.org/obo/XPO_0101082,abnormal mineralized hyaline cartilage tissue,Abnormality of mineralized hyaline cartilage tissue.,abnormality of mineralized hyaline cartilage tissue
http://purl.obolibrary.org/obo/XPO_0101170,abnormal arteria subclavia,Abnormality of arteria subclavia.,abnormality of arteria subclavia
http://purl.obolibrary.org/obo/XPO_0102849,abnormal morphology of tail vein ,Any structural anomaly of the tail vein.,abnormal shape of tail vein
http://purl.obolibrary.org/obo/XPO_0102937,abnormal morphology of myotome of trunk somite 7 ,Any structural anomaly of the myotome of trunk somite 7.,abnormal shape of myotome of trunk somite 7
http://purl.obolibrary.org/obo/XPO_0100128,abnormal anterior lateral line placode,Abnormality of anterior lateral line placode.,abnormality of anterior lateral line placode
http://purl.obolibrary.org/obo/XPO_0100216,abnormal hepato-pancreatic progenitor cell,Abnormality of hepato-pancreatic progenitor cell.,abnormality of hepato-pancreatic progenitor cell
http://purl.obolibrary.org/obo/XPO_0100304,abnormal medulla oblongata,Abnormality of medulla oblongata.,abnormality of medulla oblongata
http://purl.obolibrary.org/obo/XPO_0103678,abnormally formed Meckel's cartilage in left side,An abnormally formed/malformed Meckel's cartilage in left side.,malformed Meckel's cartilage in left side
http://purl.obolibrary.org/obo/XPO_0103766,increased size of the hypaxial muscle,An increase in the size of the hypaxial muscle.,enlarged hypaxial muscle
http://purl.obolibrary.org/obo/XPO_0101045,abnormal ventricular layer of the optic tectum,Abnormality of ventricular layer of the optic tectum.,abnormality of ventricular layer of the optic tectum
http://purl.obolibrary.org/obo/XPO_0101133,abnormal motor neuron,Abnormality of motor neuron.,abnormality of motor neuron
http://purl.obolibrary.org/obo/XPO_0101221,abnormal larval immune system,Abnormality of larval immune system.,abnormality of larval immune system
http://purl.obolibrary.org/obo/XPO_0102050,abnormal morphology of anterior palatine artery ,Any structural anomaly of the anterior palatine artery.,abnormal shape of anterior palatine artery
http://purl.obolibrary.org/obo/XPO_0103729,increased size of the hindbrain,An increase in the size of the hindbrain.,enlarged hindbrain
http://purl.obolibrary.org/obo/XPO_0103817,decreased length of hindlimb digit 2 in regenerating hindlimb,Decreased length or shortening of the hindlimb digit 2 in the regenerating hindlimb.,short hindlimb digit 2 in regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103905,absent right inner ear,Absence of right inner ear.,missing right inner ear
http://purl.obolibrary.org/obo/XPO_0101008,abnormal stomach body,Abnormality of stomach body.,abnormality of stomach body
http://purl.obolibrary.org/obo/XPO_0102013,abnormal morphology of mandibular head muscle ,Any structural anomaly of the mandibular head muscle.,abnormal shape of mandibular head muscle
http://purl.obolibrary.org/obo/XPO_0100894,abnormal nucleus,Abnormality of nucleus.,abnormality of nucleus
http://purl.obolibrary.org/obo/XPO_0107273,abnormal basal region,Abnormality of basal region.,abnormality of basal region
http://purl.obolibrary.org/obo/XPO_0100982,abnormal stapes,Abnormality of stapes.,abnormality of stapes
http://purl.obolibrary.org/obo/XPO_0107361,abnormal morphology of anterior region ,Any structural anomaly of the anterior region.,abnormal shape of anterior region
http://purl.obolibrary.org/obo/XPO_0100769,abnormal neurocranium,Abnormality of neurocranium.,abnormality of neurocranium
http://purl.obolibrary.org/obo/XPO_0100857,abnormal periosteum (sensu fibrous layer),Abnormality of periosteum (sensu fibrous layer).,abnormality of periosteum (sensu fibrous layer)
http://purl.obolibrary.org/obo/XPO_0100945,abnormal sclerotome of trunk somite 13,Abnormality of sclerotome of trunk somite 13.,abnormality of sclerotome of trunk somite 13
http://purl.obolibrary.org/obo/XPO_0107324,abnormal embryonic thrombocyte,Abnormality of embryonic thrombocyte.,abnormality of embryonic thrombocyte
http://purl.obolibrary.org/obo/XPO_0107412,abnormal morphology of adult thrombocyte ,Any structural anomaly of the adult thrombocyte.,abnormal shape of adult thrombocyte
http://purl.obolibrary.org/obo/XPO_0101598,abnormal left ventricle,Abnormality of left ventricle.,abnormality of left ventricle
http://purl.obolibrary.org/obo/XPO_0101686,abnormal morphology of blood vessel ,Any structural anomaly of the blood vessel.,abnormal shape of blood vessel
http://purl.obolibrary.org/obo/XPO_0101774,abnormal morphology of paired dorsal aorta ,Any structural anomaly of the paired dorsal aorta.,abnormal shape of paired dorsal aorta
http://purl.obolibrary.org/obo/XPO_0101862,abnormal morphology of brain ventricle ,Any structural anomaly of the brain ventricle.,abnormal shape of brain ventricle
http://purl.obolibrary.org/obo/XPO_0100908,abnormal dorsal tegmentum,Abnormality of dorsal tegmentum.,abnormality of dorsal tegmentum
http://purl.obolibrary.org/obo/XPO_0102691,abnormal morphology of non-involuting marginal zone ,Any structural anomaly of the non-involuting marginal zone.,abnormal shape of non-involuting marginal zone
http://purl.obolibrary.org/obo/XPO_0101649,abnormal morphology of anterior placodal area ,Any structural anomaly of the anterior placodal area.,abnormal shape of anterior placodal area
http://purl.obolibrary.org/obo/XPO_0101737,abnormal morphology of mesoderm ,Any structural anomaly of the mesoderm.,abnormal shape of mesoderm
http://purl.obolibrary.org/obo/XPO_0101825,abnormal morphology of granule cell layer of the olfactory bulb ,Any structural anomaly of the granule cell layer of the olfactory bulb.,abnormal shape of granule cell layer of the olfactory bulb
http://purl.obolibrary.org/obo/XPO_0101913,abnormal morphology of median fin skeleton ,Any structural anomaly of the median fin skeleton.,abnormal shape of median fin skeleton
http://purl.obolibrary.org/obo/XPO_0102478,abnormal morphology of hindlimb ,Any structural anomaly of the hindlimb.,abnormal shape of hindlimb
http://purl.obolibrary.org/obo/XPO_0102566,abnormal morphology of claw primordium ,Any structural anomaly of the claw primordium.,abnormal shape of claw primordium
http://purl.obolibrary.org/obo/XPO_0102654,abnormal morphology of blastomere V1.2 ,Any structural anomaly of the blastomere V1.2.,abnormal shape of blastomere V1.2
http://purl.obolibrary.org/obo/XPO_0102742,abnormal morphology of cell-free extract ,Any structural anomaly of the cell-free extract.,abnormal shape of cell-free extract
http://purl.obolibrary.org/obo/XPO_0102830,abnormal morphology of digestive enzyme secreting cell ,Any structural anomaly of the digestive enzyme secreting cell.,abnormal shape of digestive enzyme secreting cell
http://purl.obolibrary.org/obo/XPO_0103395,increased size of the ventricular outflow tract,An increase in the size of the ventricular outflow tract.,enlarged ventricular outflow tract
http://purl.obolibrary.org/obo/XPO_0103571,decreased length of hindlimb digit,Decreased length or shortening of the hindlimb digit.,short hindlimb digit
http://purl.obolibrary.org/obo/XPO_0102529,abnormal morphology of forelimb digit 4 ,Any structural anomaly of the forelimb digit 4.,abnormal shape of forelimb digit 4
http://purl.obolibrary.org/obo/XPO_0102617,abnormal morphology of simple columnar epithelium ,Any structural anomaly of the simple columnar epithelium.,abnormal shape of simple columnar epithelium
http://purl.obolibrary.org/obo/XPO_0102705,abnormal morphology of Bowman's gland ,Any structural anomaly of the Bowman's gland.,abnormal shape of Bowman's gland
http://purl.obolibrary.org/obo/XPO_0103358,decreased size of the pharyngeal region,An abnormal reduction in the size of the pharyngeal region.,abnormally small pharyngeal region
http://purl.obolibrary.org/obo/XPO_0103622,abnormal number of forelimb digit 5,Any structural anomaly that causes there to be an abnormal number forelimb digit 5.,altered number of forelimb digit 5s
http://purl.obolibrary.org/obo/XPO_0103622,abnormal number of forelimb digit 5,Any structural anomaly that causes there to be an abnormal number forelimb digit 5.,abnormal number of forelimb digit 5s
http://purl.obolibrary.org/obo/XPO_0103710,increased pigmentation in the antero-ventral region,Increased or increasing of pigmentation of antero-ventral region.,increasing of pigment in the antero-ventral region
http://purl.obolibrary.org/obo/XPO_0103710,increased pigmentation in the antero-ventral region,Increased or increasing of pigmentation of antero-ventral region.,antero-ventral region hyperpigmentation
http://purl.obolibrary.org/obo/XPO_0103409,Increased number of claw of hindlimb digit 2 in the regenerating hindlimb,The presence of an increased number of claw of hindlimb digit 2 in the regenerating hindlimb.,Extra claw of hindlimb digit 2 in the regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0100398,abnormal vegetal blastomere,Abnormality of vegetal blastomere.,abnormality of vegetal blastomere
http://purl.obolibrary.org/obo/XPO_0115796,abnormal duplication of cement gland ,Any abnormal duplication of the cement gland.,abnormally duplicated cement gland
http://purl.obolibrary.org/obo/XPO_0115796,abnormal duplication of cement gland ,Any abnormal duplication of the cement gland.,abnormal duplication of cement gland
http://purl.obolibrary.org/obo/XPO_0100486,abnormal oral evagination,Abnormality of oral evagination.,abnormality of oral evagination
http://purl.obolibrary.org/obo/XPO_0100574,abnormal gastrula cell,Abnormality of gastrula cell.,abnormality of gastrula cell
http://purl.obolibrary.org/obo/XPO_0100662,abnormal lung primordium,Abnormality of lung primordium.,abnormality of lung primordium
http://purl.obolibrary.org/obo/XPO_0100750,abnormal regenerating fin,Abnormality of regenerating fin.,abnormality of regenerating fin
http://purl.obolibrary.org/obo/XPO_0100449,abnormal lymphocyte,Abnormality of lymphocyte.,abnormality of lymphocyte
http://purl.obolibrary.org/obo/XPO_0100537,abnormal medium cavity,Abnormality of medium cavity.,abnormality of medium cavity
http://purl.obolibrary.org/obo/XPO_0100625,abnormal dorsolateral placode region,Abnormality of dorsolateral placode region.,abnormality of dorsolateral placode region
http://purl.obolibrary.org/obo/XPO_0100713,abnormal monociliated cell,Abnormality of monociliated cell.,abnormality of monociliated cell
http://purl.obolibrary.org/obo/XPO_0100801,abnormal vena capitis lateralis,Abnormality of vena capitis lateralis.,abnormality of vena capitis lateralis
http://purl.obolibrary.org/obo/XPO_0101278,abnormal pigment cell,Abnormality of pigment cell.,abnormality of pigment cell
http://purl.obolibrary.org/obo/XPO_0101366,abnormal morula cell,Abnormality of morula cell.,abnormality of morula cell
http://purl.obolibrary.org/obo/XPO_0101454,abnormal amacrine cell,Abnormality of amacrine cell.,abnormality of amacrine cell
http://purl.obolibrary.org/obo/XPO_0101542,abnormal sclerotome of trunk somite 5,Abnormality of sclerotome of trunk somite 5.,abnormality of sclerotome of trunk somite 5
http://purl.obolibrary.org/obo/XPO_0102195,abnormal morphology of animal cap ,Any structural anomaly of the animal cap.,abnormal shape of animal cap
http://purl.obolibrary.org/obo/XPO_0102283,abnormal morphology of rhombomere R4 ,Any structural anomaly of the rhombomere R4.,abnormal shape of rhombomere R4
http://purl.obolibrary.org/obo/XPO_0102371,abnormal morphology of hypoglossal nerve ,Any structural anomaly of the hypoglossal nerve.,abnormal shape of hypoglossal nerve
http://purl.obolibrary.org/obo/XPO_0101329,abnormal pharyngeal epithelium,Abnormality of pharyngeal epithelium.,abnormality of pharyngeal epithelium
http://purl.obolibrary.org/obo/XPO_0101417,abnormal podocyte,Abnormality of podocyte.,abnormality of podocyte
http://purl.obolibrary.org/obo/XPO_0101505,abnormal processus posterior hyalis,Abnormality of processus posterior hyalis.,abnormality of processus posterior hyalis
http://purl.obolibrary.org/obo/XPO_0102158,abnormal morphology of dorsomedial edge of myotome ,Any structural anomaly of the dorsomedial edge of myotome.,abnormal shape of dorsomedial edge of myotome
http://purl.obolibrary.org/obo/XPO_0102246,abnormal morphology of m. constrictor laryngis primordium ,Any structural anomaly of the m. constrictor laryngis primordium.,abnormal shape of m. constrictor laryngis primordium
http://purl.obolibrary.org/obo/XPO_0102334,abnormal morphology of glial cell ,Any structural anomaly of the glial cell.,abnormal shape of glial cell
http://purl.obolibrary.org/obo/XPO_0102422,abnormal morphology of splanchnic layer of lateral plate mesoderm ,Any structural anomaly of the splanchnic layer of lateral plate mesoderm.,abnormal shape of splanchnic layer of lateral plate mesoderm
